"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"280010","AMPARO DE SÃO FRANCISCO","SE","02/2025","","331","","215761,0","","651,85"
"280010","AMPARO DE SÃO FRANCISCO","SE","11/2025","","337","","221774,0","","658,08"
"280010","AMPARO DE SÃO FRANCISCO","SE","09/2025","","358","","242320","","676,87"
"280010","AMPARO DE SÃO FRANCISCO","SE","08/2025","","356","","236311","","663,79"
"280010","AMPARO DE SÃO FRANCISCO","SE","06/2025","","350","","236908","","676,88"
"280010","AMPARO DE SÃO FRANCISCO","SE","04/2025","","355","","240657,0","","677,91"
"280010","AMPARO DE SÃO FRANCISCO","SE","12/2025","","335","","221104","","660,01"
"280010","AMPARO DE SÃO FRANCISCO","SE","05/2025","","349","","236607,0","","677,96"
"280010","AMPARO DE SÃO FRANCISCO","SE","07/2025","","362","","242861,0","","670,89"
"280010","AMPARO DE SÃO FRANCISCO","SE","10/2025","","348","","231887","","666,34"
"280010","AMPARO DE SÃO FRANCISCO","SE","01/2025","","332","","216836","","653,12"
"280010","AMPARO DE SÃO FRANCISCO","SE","03/2025","","353","","235528","","667,22"
"280020","AQUIDABÃ","SE","07/2025","","3523","","2347095,0","","666,41"
"280020","AQUIDABÃ","SE","03/2025","","3648","","2424019","","665,21"
"280020","AQUIDABÃ","SE","06/2025","","3647","","2414197","","661,97"
"280020","AQUIDABÃ","SE","04/2025","","3656","","2438572,0","","667,74"
"280020","AQUIDABÃ","SE","05/2025","","3656","","2422837,0","","662,70"
"280020","AQUIDABÃ","SE","12/2025","","3493","","2323621","","669,82"
"280020","AQUIDABÃ","SE","08/2025","","3537","","2351688","","665,07"
"280020","AQUIDABÃ","SE","10/2025","","3529","","2351438","","666,70"
"280020","AQUIDABÃ","SE","02/2025","","3616","","2367360,0","","654,69"
"280020","AQUIDABÃ","SE","11/2025","","3500","","2327326,0","","665,14"
"280020","AQUIDABÃ","SE","09/2025","","3531","","2345521","","664,64"
"280020","AQUIDABÃ","SE","01/2025","","3600","","2373367","","659,27"
"280030","ARACAJU","SE","09/2025","","55298","","37207905","","674,02"
"280030","ARACAJU","SE","11/2025","","54314","","36191467,0","","667,86"
"280030","ARACAJU","SE","08/2025","","55672","","36457726","","655,62"
"280030","ARACAJU","SE","02/2025","","60177","","39639836,0","","658,72"
"280030","ARACAJU","SE","10/2025","","55001","","36934752","","672,43"
"280030","ARACAJU","SE","04/2025","","60211","","39298341,0","","653,39"
"280030","ARACAJU","SE","01/2025","","59854","","39738503","","663,92"
"280030","ARACAJU","SE","07/2025","","57641","","37672117,0","","654,56"
"280030","ARACAJU","SE","05/2025","","60170","","39228425,0","","652,53"
"280030","ARACAJU","SE","12/2025","","55108","","36819509","","671,23"
"280030","ARACAJU","SE","06/2025","","60283","","39247631","","651,46"
"280030","ARACAJU","SE","03/2025","","60239","","39359126","","654,20"
"280040","ARAUÁ","SE","10/2025","","2230","","1466834","","659,84"
"280040","ARAUÁ","SE","04/2025","","2371","","1559837,0","","658,71"
"280040","ARAUÁ","SE","08/2025","","2277","","1499705","","660,08"
"280040","ARAUÁ","SE","05/2025","","2367","","1555659,0","","657,23"
"280040","ARAUÁ","SE","02/2025","","2375","","1559371,0","","656,58"
"280040","ARAUÁ","SE","03/2025","","2376","","1555496","","656,33"
"280040","ARAUÁ","SE","11/2025","","2202","","1460731,0","","664,88"
"280040","ARAUÁ","SE","09/2025","","2252","","1489587","","663,51"
"280040","ARAUÁ","SE","12/2025","","2230","","1483758","","668,96"
"280040","ARAUÁ","SE","07/2025","","2305","","1517285,0","","659,69"
"280040","ARAUÁ","SE","06/2025","","2371","","1555246","","655,95"
"280040","ARAUÁ","SE","01/2025","","2372","","1559682","","657,54"
"280050","AREIA BRANCA","SE","08/2025","","2742","","1849018","","674,82"
"280050","AREIA BRANCA","SE","03/2025","","2830","","1889009","","668,44"
"280050","AREIA BRANCA","SE","02/2025","","2846","","1892601,0","","665,00"
"280050","AREIA BRANCA","SE","04/2025","","2823","","1880341,0","","667,02"
"280050","AREIA BRANCA","SE","06/2025","","2835","","1906700","","673,03"
"280050","AREIA BRANCA","SE","05/2025","","2822","","1876061,0","","665,27"
"280050","AREIA BRANCA","SE","11/2025","","2710","","1828623,0","","675,52"
"280050","AREIA BRANCA","SE","12/2025","","2734","","1842131","","676,26"
"280050","AREIA BRANCA","SE","07/2025","","2776","","1868583,0","","673,85"
"280050","AREIA BRANCA","SE","09/2025","","2758","","1890318","","685,64"
"280050","AREIA BRANCA","SE","01/2025","","2808","","1880166","","669,57"
"280050","AREIA BRANCA","SE","10/2025","","2758","","1880148","","681,95"
"280060","BARRA DOS COQUEIROS","SE","07/2025","","4954","","3313987,0","","669,09"
"280060","BARRA DOS COQUEIROS","SE","09/2025","","5008","","3433630","","685,77"
"280060","BARRA DOS COQUEIROS","SE","08/2025","","4867","","3242386","","666,20"
"280060","BARRA DOS COQUEIROS","SE","04/2025","","5155","","3403263,0","","660,44"
"280060","BARRA DOS COQUEIROS","SE","03/2025","","5144","","3377120","","656,77"
"280060","BARRA DOS COQUEIROS","SE","06/2025","","5143","","3381872","","657,70"
"280060","BARRA DOS COQUEIROS","SE","12/2025","","5033","","3386662","","675,17"
"280060","BARRA DOS COQUEIROS","SE","01/2025","","5178","","3430627","","662,54"
"280060","BARRA DOS COQUEIROS","SE","10/2025","","5012","","3368040","","672,13"
"280060","BARRA DOS COQUEIROS","SE","02/2025","","5180","","3426128,0","","661,41"
"280060","BARRA DOS COQUEIROS","SE","11/2025","","4947","","3331110,0","","673,63"
"280060","BARRA DOS COQUEIROS","SE","05/2025","","5145","","3389310,0","","658,89"
"280067","BOQUIM","SE","07/2025","","4828","","3193305,0","","661,69"
"280067","BOQUIM","SE","11/2025","","4700","","3092598,0","","658,70"
"280067","BOQUIM","SE","09/2025","","4752","","3127572","","658,71"
"280067","BOQUIM","SE","05/2025","","4979","","3302988,0","","663,52"
"280067","BOQUIM","SE","08/2025","","4789","","3158939","","659,90"
"280067","BOQUIM","SE","04/2025","","4980","","3300579,0","","663,17"
"280067","BOQUIM","SE","06/2025","","4980","","3294195","","661,48"
"280067","BOQUIM","SE","02/2025","","4946","","3260349,0","","659,19"
"280067","BOQUIM","SE","12/2025","","4784","","3158005","","663,59"
"280067","BOQUIM","SE","03/2025","","4985","","3295455","","661,61"
"280067","BOQUIM","SE","01/2025","","4957","","3271149","","659,90"
"280067","BOQUIM","SE","10/2025","","4725","","3117164","","660,00"
"280070","BREJO GRANDE","SE","12/2025","","1376","","984801","","719,88"
"280070","BREJO GRANDE","SE","02/2025","","1526","","1073785,0","","703,66"
"280070","BREJO GRANDE","SE","03/2025","","1519","","1054177","","694,45"
"280070","BREJO GRANDE","SE","06/2025","","1515","","1050406","","693,34"
"280070","BREJO GRANDE","SE","04/2025","","1518","","1055976,0","","696,09"
"280070","BREJO GRANDE","SE","01/2025","","1529","","1070991","","700,45"
"280070","BREJO GRANDE","SE","08/2025","","1453","","1022635","","703,81"
"280070","BREJO GRANDE","SE","07/2025","","1475","","1038009,0","","703,73"
"280070","BREJO GRANDE","SE","10/2025","","1452","","1040874","","716,86"
"280070","BREJO GRANDE","SE","09/2025","","1452","","1039239","","715,73"
"280070","BREJO GRANDE","SE","05/2025","","1518","","1055151,0","","695,09"
"280070","BREJO GRANDE","SE","11/2025","","1421","","1010394,0","","711,04"
"280100","CAMPO DO BRITO","SE","09/2025","","2955","","2006265","","679,40"
"280100","CAMPO DO BRITO","SE","06/2025","","3057","","2035093","","665,72"
"280100","CAMPO DO BRITO","SE","04/2025","","3059","","2038624,0","","667,09"
"280100","CAMPO DO BRITO","SE","07/2025","","2954","","1981573,0","","670,81"
"280100","CAMPO DO BRITO","SE","11/2025","","2910","","1966290,0","","676,40"
"280100","CAMPO DO BRITO","SE","05/2025","","3057","","2039543,0","","667,17"
"280100","CAMPO DO BRITO","SE","01/2025","","3063","","2054121","","670,62"
"280100","CAMPO DO BRITO","SE","03/2025","","3066","","2041968","","666,66"
"280100","CAMPO DO BRITO","SE","12/2025","","2888","","1941829","","673,78"
"280100","CAMPO DO BRITO","SE","02/2025","","3066","","2053795,0","","669,86"
"280100","CAMPO DO BRITO","SE","08/2025","","2961","","1992236","","672,83"
"280100","CAMPO DO BRITO","SE","10/2025","","2937","","1994685","","679,39"
"280110","CANHOBA","SE","04/2025","","1208","","802161,0","","664,04"
"280110","CANHOBA","SE","10/2025","","1146","","768513","","670,60"
"280110","CANHOBA","SE","03/2025","","1209","","804903","","665,76"
"280110","CANHOBA","SE","05/2025","","1206","","800711,0","","663,94"
"280110","CANHOBA","SE","01/2025","","1221","","811942","","664,98"
"280110","CANHOBA","SE","07/2025","","1167","","784229,0","","672,00"
"280110","CANHOBA","SE","11/2025","","1139","","761711,0","","668,75"
"280110","CANHOBA","SE","02/2025","","1222","","817943,0","","669,35"
"280110","CANHOBA","SE","08/2025","","1147","","766409","","668,19"
"280110","CANHOBA","SE","09/2025","","1148","","771458","","672,00"
"280110","CANHOBA","SE","06/2025","","1215","","803870","","661,62"
"280110","CANHOBA","SE","12/2025","","1129","","753986","","668,43"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","10/2025","","6027","","4197481","","696,56"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","09/2025","","6078","","4234106","","696,86"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","08/2025","","6130","","4267017","","696,43"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","04/2025","","6164","","4298857,0","","698,66"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","01/2025","","6138","","4279553","","697,22"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","12/2025","","6069","","4242457","","729,07"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","05/2025","","6153","","4287572,0","","697,62"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","03/2025","","6150","","4272201","","696,25"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","11/2025","","5951","","4169325,0","","701,08"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","06/2025","","6155","","4286310","","696,73"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","07/2025","","5990","","4182403,0","","698,70"
"280120","CANINDÉ DE SÃO FRANCISCO","SE","02/2025","","6135","","4268584,0","","695,78"
"280130","CAPELA","SE","04/2025","","5713","","3854864,0","","675,11"
"280130","CAPELA","SE","01/2025","","5727","","3896168","","680,32"
"280130","CAPELA","SE","05/2025","","5711","","3846343,0","","673,85"
"280130","CAPELA","SE","12/2025","","5506","","3890472","","731,43"
"280130","CAPELA","SE","08/2025","","5574","","3777722","","678,10"
"280130","CAPELA","SE","02/2025","","5727","","3892658,0","","679,70"
"280130","CAPELA","SE","07/2025","","5579","","3783181,0","","678,60"
"280130","CAPELA","SE","03/2025","","5723","","3863554","","675,68"
"280130","CAPELA","SE","10/2025","","5430","","3726059","","686,96"
"280130","CAPELA","SE","06/2025","","5714","","3842901","","672,89"
"280130","CAPELA","SE","09/2025","","5592","","3811270","","682,29"
"280130","CAPELA","SE","11/2025","","5368","","3810142,0","","710,05"
"280140","CARIRA","SE","03/2025","","4625","","3060969","","662,26"
"280140","CARIRA","SE","10/2025","","4416","","2940608","","666,35"
"280140","CARIRA","SE","09/2025","","4458","","2975180","","667,83"
"280140","CARIRA","SE","02/2025","","4631","","3071870,0","","663,33"
"280140","CARIRA","SE","01/2025","","4617","","3070614","","665,07"
"280140","CARIRA","SE","11/2025","","4356","","2925305,0","","671,71"
"280140","CARIRA","SE","05/2025","","4614","","3057305,0","","662,61"
"280140","CARIRA","SE","04/2025","","4615","","3065037,0","","664,15"
"280140","CARIRA","SE","12/2025","","4450","","2975805","","689,64"
"280140","CARIRA","SE","06/2025","","4609","","3049335","","661,60"
"280140","CARIRA","SE","07/2025","","4488","","2994214,0","","667,16"
"280140","CARIRA","SE","08/2025","","4480","","2977338","","664,58"
"280150","CARMÓPOLIS","SE","05/2025","","2411","","1606121,0","","666,44"
"280150","CARMÓPOLIS","SE","06/2025","","2414","","1603020","","664,33"
"280150","CARMÓPOLIS","SE","10/2025","","2291","","1545565","","675,51"
"280150","CARMÓPOLIS","SE","01/2025","","2437","","1625396","","666,97"
"280150","CARMÓPOLIS","SE","03/2025","","2430","","1606758","","663,95"
"280150","CARMÓPOLIS","SE","09/2025","","2307","","1551739","","673,79"
"280150","CARMÓPOLIS","SE","07/2025","","2337","","1556604,0","","666,93"
"280150","CARMÓPOLIS","SE","04/2025","","2416","","1604945,0","","666,78"
"280150","CARMÓPOLIS","SE","12/2025","","2291","","1554346","","680,83"
"280150","CARMÓPOLIS","SE","11/2025","","2269","","1527056,0","","674,49"
"280150","CARMÓPOLIS","SE","02/2025","","2443","","1625691,0","","665,45"
"280150","CARMÓPOLIS","SE","08/2025","","2299","","1533756","","668,01"
"280160","CEDRO DE SÃO JOÃO","SE","08/2025","","907","","587648","","647,90"
"280160","CEDRO DE SÃO JOÃO","SE","09/2025","","912","","598924","","656,71"
"280160","CEDRO DE SÃO JOÃO","SE","06/2025","","974","","624317","","640,98"
"280160","CEDRO DE SÃO JOÃO","SE","01/2025","","966","","622916","","644,84"
"280160","CEDRO DE SÃO JOÃO","SE","11/2025","","890","","581674,0","","653,57"
"280160","CEDRO DE SÃO JOÃO","SE","10/2025","","912","","602996","","661,18"
"280160","CEDRO DE SÃO JOÃO","SE","07/2025","","917","","593014,0","","646,69"
"280160","CEDRO DE SÃO JOÃO","SE","03/2025","","979","","631240","","644,78"
"280160","CEDRO DE SÃO JOÃO","SE","05/2025","","972","","624467,0","","642,46"
"280160","CEDRO DE SÃO JOÃO","SE","12/2025","","889","","600335","","678,34"
"280160","CEDRO DE SÃO JOÃO","SE","04/2025","","974","","625572,0","","642,27"
"280160","CEDRO DE SÃO JOÃO","SE","02/2025","","968","","621116,0","","641,65"
"280170","CRISTINÁPOLIS","SE","09/2025","","3789","","2642046","","698,22"
"280170","CRISTINÁPOLIS","SE","07/2025","","3744","","2517180,0","","673,04"
"280170","CRISTINÁPOLIS","SE","10/2025","","3754","","2552798","","680,56"
"280170","CRISTINÁPOLIS","SE","04/2025","","3915","","2604143,0","","666,87"
"280170","CRISTINÁPOLIS","SE","05/2025","","3913","","2618575,0","","669,71"
"280170","CRISTINÁPOLIS","SE","08/2025","","3744","","2519446","","673,65"
"280170","CRISTINÁPOLIS","SE","03/2025","","3917","","2635476","","674,55"
"280170","CRISTINÁPOLIS","SE","02/2025","","3901","","2602742,0","","667,20"
"280170","CRISTINÁPOLIS","SE","11/2025","","3679","","2535000,0","","689,80"
"280170","CRISTINÁPOLIS","SE","01/2025","","3901","","2624751","","672,84"
"280170","CRISTINÁPOLIS","SE","06/2025","","3910","","2597785","","664,91"
"280170","CRISTINÁPOLIS","SE","12/2025","","3710","","2547207","","688,43"
"280190","CUMBE","SE","11/2025","","866","","546234,0","","630,76"
"280190","CUMBE","SE","10/2025","","886","","566619","","639,52"
"280190","CUMBE","SE","02/2025","","937","","594987,0","","634,99"
"280190","CUMBE","SE","07/2025","","908","","581801,0","","640,75"
"280190","CUMBE","SE","06/2025","","948","","611221","","645,43"
"280190","CUMBE","SE","03/2025","","943","","618151","","655,52"
"280190","CUMBE","SE","04/2025","","945","","615726,0","","651,56"
"280190","CUMBE","SE","09/2025","","888","","570829","","642,83"
"280190","CUMBE","SE","05/2025","","947","","603856,0","","638,33"
"280190","CUMBE","SE","12/2025","","854","","540479","","635,11"
"280190","CUMBE","SE","08/2025","","893","","568423","","636,53"
"280190","CUMBE","SE","01/2025","","934","","599726","","642,10"
"280200","DIVINA PASTORA","SE","11/2025","","771","","512326,0","","664,50"
"280200","DIVINA PASTORA","SE","02/2025","","750","","504663,0","","672,88"
"280200","DIVINA PASTORA","SE","12/2025","","776","","513129","","663,82"
"280200","DIVINA PASTORA","SE","10/2025","","779","","519434","","667,65"
"280200","DIVINA PASTORA","SE","07/2025","","771","","534656,0","","694,36"
"280200","DIVINA PASTORA","SE","03/2025","","774","","532005","","688,23"
"280200","DIVINA PASTORA","SE","01/2025","","755","","507418","","672,08"
"280200","DIVINA PASTORA","SE","04/2025","","779","","538967,0","","692,76"
"280200","DIVINA PASTORA","SE","09/2025","","785","","529526","","675,42"
"280200","DIVINA PASTORA","SE","06/2025","","782","","541583","","693,45"
"280200","DIVINA PASTORA","SE","05/2025","","779","","536140,0","","690,01"
"280200","DIVINA PASTORA","SE","08/2025","","774","","527086","","680,99"
"280210","ESTÂNCIA","SE","08/2025","","10944","","7333128","","670,37"
"280210","ESTÂNCIA","SE","03/2025","","11607","","7714507","","665,04"
"280210","ESTÂNCIA","SE","07/2025","","11121","","7446697,0","","669,97"
"280210","ESTÂNCIA","SE","04/2025","","11615","","7741628,0","","666,92"
"280210","ESTÂNCIA","SE","12/2025","","10751","","7319893","","683,27"
"280210","ESTÂNCIA","SE","02/2025","","11636","","7771793,0","","667,91"
"280210","ESTÂNCIA","SE","05/2025","","11590","","7723198,0","","666,60"
"280210","ESTÂNCIA","SE","09/2025","","10842","","7311197","","675,09"
"280210","ESTÂNCIA","SE","10/2025","","10779","","7278156","","675,84"
"280210","ESTÂNCIA","SE","06/2025","","11578","","7700690","","665,29"
"280210","ESTÂNCIA","SE","01/2025","","11585","","7742636","","668,33"
"280210","ESTÂNCIA","SE","11/2025","","10638","","7216346,0","","679,06"
"280220","FEIRA NOVA","SE","05/2025","","1305","","885307,0","","678,40"
"280220","FEIRA NOVA","SE","04/2025","","1308","","887232,0","","678,31"
"280220","FEIRA NOVA","SE","06/2025","","1304","","884027","","677,93"
"280220","FEIRA NOVA","SE","12/2025","","1238","","856016","","693,13"
"280220","FEIRA NOVA","SE","10/2025","","1255","","861050","","686,10"
"280220","FEIRA NOVA","SE","07/2025","","1254","","857507,0","","684,36"
"280220","FEIRA NOVA","SE","08/2025","","1259","","870341","","691,30"
"280220","FEIRA NOVA","SE","11/2025","","1238","","854090,0","","689,89"
"280220","FEIRA NOVA","SE","01/2025","","1310","","895171","","683,34"
"280220","FEIRA NOVA","SE","02/2025","","1308","","890821,0","","681,06"
"280220","FEIRA NOVA","SE","09/2025","","1264","","875238","","692,44"
"280220","FEIRA NOVA","SE","03/2025","","1311","","892669","","680,91"
"280230","FREI PAULO","SE","03/2025","","2815","","1893969","","672,81"
"280230","FREI PAULO","SE","01/2025","","2825","","1902922","","673,60"
"280230","FREI PAULO","SE","12/2025","","2651","","1800502","","696,52"
"280230","FREI PAULO","SE","06/2025","","2810","","1886919","","671,50"
"280230","FREI PAULO","SE","05/2025","","2808","","1888673,0","","672,60"
"280230","FREI PAULO","SE","08/2025","","2757","","1867505","","677,37"
"280230","FREI PAULO","SE","04/2025","","2813","","1897308,0","","674,48"
"280230","FREI PAULO","SE","02/2025","","2818","","1895757,0","","672,73"
"280230","FREI PAULO","SE","10/2025","","2712","","1831552","","675,35"
"280230","FREI PAULO","SE","07/2025","","2711","","1838485,0","","678,16"
"280230","FREI PAULO","SE","09/2025","","2758","","1860294","","674,51"
"280230","FREI PAULO","SE","11/2025","","2640","","1800550,0","","682,54"
"280240","GARARU","SE","11/2025","","2520","","1706082,0","","677,82"
"280240","GARARU","SE","01/2025","","2647","","1786031","","674,74"
"280240","GARARU","SE","04/2025","","2674","","1800224,0","","673,74"
"280240","GARARU","SE","08/2025","","2587","","1732222","","669,85"
"280240","GARARU","SE","07/2025","","2594","","1740702,0","","671,31"
"280240","GARARU","SE","03/2025","","2674","","1792660","","670,91"
"280240","GARARU","SE","05/2025","","2670","","1787594,0","","669,51"
"280240","GARARU","SE","02/2025","","2669","","1793924,0","","672,13"
"280240","GARARU","SE","06/2025","","2676","","1799569","","672,48"
"280240","GARARU","SE","10/2025","","2565","","1724212","","672,73"
"280240","GARARU","SE","12/2025","","2560","","1724497","","686,78"
"280240","GARARU","SE","09/2025","","2581","","1733558","","672,44"
"280250","GENERAL MAYNARD","SE","11/2025","","687","","455118,0","","663,44"
"280250","GENERAL MAYNARD","SE","05/2025","","770","","499294,0","","648,43"
"280250","GENERAL MAYNARD","SE","10/2025","","703","","463528","","660,30"
"280250","GENERAL MAYNARD","SE","03/2025","","764","","496104","","649,35"
"280250","GENERAL MAYNARD","SE","04/2025","","771","","501934,0","","651,86"
"280250","GENERAL MAYNARD","SE","02/2025","","744","","478788,0","","643,53"
"280250","GENERAL MAYNARD","SE","09/2025","","706","","470288","","667,08"
"280250","GENERAL MAYNARD","SE","01/2025","","736","","471398","","640,49"
"280250","GENERAL MAYNARD","SE","12/2025","","700","","463833","","664,52"
"280250","GENERAL MAYNARD","SE","08/2025","","704","","466341","","662,42"
"280250","GENERAL MAYNARD","SE","07/2025","","718","","474791,0","","661,27"
"280250","GENERAL MAYNARD","SE","06/2025","","771","","498861","","647,03"
"280260","GRACHO CARDOSO","SE","05/2025","","1897","","1254005,0","","661,05"
"280260","GRACHO CARDOSO","SE","08/2025","","1835","","1219951","","665,91"
"280260","GRACHO CARDOSO","SE","12/2025","","1853","","1232462","","669,09"
"280260","GRACHO CARDOSO","SE","03/2025","","1908","","1283418","","674,42"
"280260","GRACHO CARDOSO","SE","01/2025","","1873","","1245408","","664,93"
"280260","GRACHO CARDOSO","SE","09/2025","","1842","","1234990","","671,56"
"280260","GRACHO CARDOSO","SE","07/2025","","1852","","1233277,0","","667,00"
"280260","GRACHO CARDOSO","SE","11/2025","","1861","","1245603,0","","669,68"
"280260","GRACHO CARDOSO","SE","06/2025","","1907","","1259182","","660,29"
"280260","GRACHO CARDOSO","SE","10/2025","","1858","","1271783","","685,60"
"280260","GRACHO CARDOSO","SE","02/2025","","1866","","1227638,0","","657,90"
"280260","GRACHO CARDOSO","SE","04/2025","","1893","","1242035,0","","657,86"
"280270","ILHA DAS FLORES","SE","08/2025","","2098","","1456071","","694,69"
"280270","ILHA DAS FLORES","SE","06/2025","","2204","","1511124","","685,63"
"280270","ILHA DAS FLORES","SE","02/2025","","2199","","1520097,0","","691,27"
"280270","ILHA DAS FLORES","SE","09/2025","","2091","","1459033","","699,44"
"280270","ILHA DAS FLORES","SE","01/2025","","2187","","1536585","","702,60"
"280270","ILHA DAS FLORES","SE","12/2025","","2106","","1461292","","697,18"
"280270","ILHA DAS FLORES","SE","03/2025","","2200","","1510953","","687,42"
"280270","ILHA DAS FLORES","SE","05/2025","","2200","","1509065,0","","685,94"
"280270","ILHA DAS FLORES","SE","10/2025","","2087","","1454260","","698,49"
"280270","ILHA DAS FLORES","SE","11/2025","","2070","","1462104,0","","708,38"
"280270","ILHA DAS FLORES","SE","04/2025","","2201","","1523715,0","","692,91"
"280270","ILHA DAS FLORES","SE","07/2025","","2141","","1480529,0","","692,48"
"280280","INDIAROBA","SE","03/2025","","3179","","2198247","","692,14"
"280280","INDIAROBA","SE","02/2025","","3173","","2197590,0","","692,59"
"280280","INDIAROBA","SE","11/2025","","3022","","2143045,0","","709,38"
"280280","INDIAROBA","SE","12/2025","","3028","","2149431","","711,97"
"280280","INDIAROBA","SE","06/2025","","3185","","2198453","","690,25"
"280280","INDIAROBA","SE","07/2025","","3070","","2143019,0","","698,28"
"280280","INDIAROBA","SE","10/2025","","3077","","2168995","","705,13"
"280280","INDIAROBA","SE","01/2025","","3093","","2154187","","696,47"
"280280","INDIAROBA","SE","08/2025","","3082","","2153526","","698,97"
"280280","INDIAROBA","SE","09/2025","","3081","","2173190","","705,58"
"280280","INDIAROBA","SE","05/2025","","3187","","2215727,0","","695,24"
"280280","INDIAROBA","SE","04/2025","","3186","","2210696,0","","694,75"
"280290","ITABAIANA","SE","12/2025","","12190","","8066757","","666,29"
"280290","ITABAIANA","SE","03/2025","","13449","","8798350","","654,88"
"280290","ITABAIANA","SE","08/2025","","12490","","8203621","","656,97"
"280290","ITABAIANA","SE","07/2025","","12979","","8537877,0","","658,03"
"280290","ITABAIANA","SE","11/2025","","12345","","8215072,0","","666,05"
"280290","ITABAIANA","SE","06/2025","","13412","","8766952","","653,81"
"280290","ITABAIANA","SE","09/2025","","12501","","8489507","","679,54"
"280290","ITABAIANA","SE","02/2025","","13535","","8918553,0","","658,93"
"280290","ITABAIANA","SE","01/2025","","13488","","8911269","","660,68"
"280290","ITABAIANA","SE","04/2025","","13428","","8801431,0","","655,99"
"280290","ITABAIANA","SE","05/2025","","13416","","8781103,0","","654,87"
"280290","ITABAIANA","SE","10/2025","","12463","","8416739","","675,66"
"280300","ITABAIANINHA","SE","10/2025","","10267","","6901979","","672,45"
